ad_id,clicks,impressions,date_start,date_stop,website_ctr,reach,frequency,spend,publisher_platform,actions_link_click,actions_post_engagement,actions_page_engagement,actions_onsite_conversion.post_save,actions_post_reaction,action_values_offsite_conversion.fb_pixel_add_to_cart,action_values_offsite_conversion.fb_pixel_initiate_checkout,action_values_offsite_conversion.fb_pixel_view_content,action_values_omni_add_to_cart,action_values_omni_initiated_checkout,action_values_omni_view_content,action_values_add_to_cart,action_values_initiate_checkout,actions_offsite_conversion.fb_pixel_add_to_cart,actions_offsite_conversion.fb_pixel_initiate_checkout,actions_offsite_conversion.fb_pixel_view_content,actions_add_to_cart,actions_initiate_checkout,actions_landing_page_view,actions_view_content,actions_post,action_values_offsite_conversion.fb_pixel_add_payment_info,action_values_offsite_conversion.fb_pixel_purchase,action_values_add_payment_info,actions_offsite_conversion.fb_pixel_add_payment_info,actions_offsite_conversion.fb_pixel_purchase,actions_purchase,actions_offsite_conversion.fb_pixel_search,actions_search,actions_offsite_conversion.fb_pixel_lead,actions_comment
23850769659510035,41,796,2022-02-03,2022-02-03,2.763819,712,1.117978,413.69,facebook,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,14,553,2022-02-03,2022-02-03,2.169982,534,1.035581,175.99,instagram,12.0,15.0,15.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,1,5,2022-02-03,2022-02-03,20.0,5,1.0,1.48,messenger,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-03,2022-02-03,,0,0.0,0.0,unknown,,,,,,2999.0,3999.0,133972.0,2999.0,3999.0,133972.0,2999.0,3999.0,2.0,1.0,50.0,2.0,1.0,28.0,50.0,,,,,,,,,,,
23850769659530035,28,868,2022-02-03,2022-02-03,1.728111,786,1.104326,501.66,facebook,15.0,20.0,20.0,,4.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850769659530035,6,376,2022-02-03,2022-02-03,1.329787,356,1.05618,140.26,instagram,5.0,10.0,10.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,7,2022-02-03,2022-02-03,,7,1.0,0.15,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-03,2022-02-03,,0,0.0,0.0,unknown,,,,,,,,69985.0,,,69985.0,,,,,26.0,,,17.0,26.0,,,,,,,,,,,
23850875657320035,0,3,2022-02-03,2022-02-03,,2,1.5,0.72,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,50,904,2022-02-03,2022-02-03,3.539823,693,1.304473,330.14,facebook,32.0,34.0,34.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,30,1095,2022-02-03,2022-02-03,1.552511,998,1.097194,255.53,instagram,17.0,23.0,23.0,2.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875657320035,0,14,2022-02-03,2022-02-03,,14,1.0,0.06,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-03,2022-02-03,,0,0.0,0.0,unknown,,,,,,,,169958.0,,,169958.0,,,,,72.0,,,44.0,72.0,,,,,,,,,,,
23850875842970035,0,8,2022-02-03,2022-02-03,,7,1.142857,2.1,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,30,753,2022-02-03,2022-02-03,2.390438,542,1.389299,428.84,facebook,18.0,20.0,20.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,13,370,2022-02-03,2022-02-03,2.432432,319,1.159875,169.43,instagram,9.0,15.0,15.0,2.0,3.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875842970035,0,7,2022-02-03,2022-02-03,,7,1.0,0.07,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-03,2022-02-03,,0,0.0,0.0,unknown,,,,,,,,96982.0,,,96982.0,,,,,32.0,,,23.0,32.0,,,,,,,,,,,
23850875877690035,49,1131,2022-02-03,2022-02-03,2.917772,969,1.167183,382.42,facebook,33.0,33.0,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,27,595,2022-02-03,2022-02-03,3.529412,560,1.0625,205.32,instagram,21.0,25.0,25.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,1,10,2022-02-03,2022-02-03,10.0,9,1.111111,4.22,messenger,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-03,2022-02-03,,0,0.0,0.0,unknown,,,,,,,,186959.0,,,186959.0,,,,,74.0,,,47.0,74.0,,,,,,,,,,,
23850875892320035,41,763,2022-02-03,2022-02-03,3.014417,680,1.122059,391.55,facebook,23.0,26.0,26.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,10,551,2022-02-03,2022-02-03,1.633394,533,1.033771,194.6,instagram,9.0,11.0,11.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875892320035,0,9,2022-02-03,2022-02-03,,9,1.0,1.88,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,1,2022-02-03,2022-02-03,,1,1.0,0.13,unknown,,,,,,15998.0,3999.0,110975.0,15998.0,3999.0,110975.0,15998.0,3999.0,3.0,1.0,49.0,3.0,1.0,26.0,49.0,,,,,,,,,,,
23850769659510035,42,1056,2022-02-04,2022-02-04,2.746212,957,1.103448,489.69,facebook,29.0,32.0,32.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,2,244,2022-02-04,2022-02-04,0.819672,240,1.016667,91.05,instagram,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,8,2022-02-04,2022-02-04,,8,1.0,3.29,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,,,73982.0,,,73982.0,,,,,36.0,,,25.0,36.0,,,,,,,,,,,
23850769659530035,0,1,2022-02-04,2022-02-04,,1,1.0,0.04,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,16,902,2022-02-04,2022-02-04,0.997783,817,1.104039,579.29,facebook,9.0,10.0,10.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,5,241,2022-02-04,2022-02-04,2.074689,232,1.038793,72.6,instagram,5.0,7.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,3,2022-02-04,2022-02-04,,3,1.0,0.49,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,5998.0,,43992.0,5998.0,,43992.0,5998.0,,3.0,,16.0,3.0,,12.0,16.0,,,,,,,,,,,
23850875657320035,0,10,2022-02-04,2022-02-04,,7,1.428571,3.55,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,24,861,2022-02-04,2022-02-04,1.974448,672,1.28125,283.31,facebook,17.0,18.0,18.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,33,1267,2022-02-04,2022-02-04,1.736385,1159,1.093184,296.24,instagram,22.0,35.0,35.0,1.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,12,2022-02-04,2022-02-04,,11,1.090909,0.12,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,3999.0,3999.0,61987.0,3999.0,3999.0,61987.0,3999.0,3999.0,3.0,2.0,24.0,3.0,2.0,28.0,24.0,,3999.0,3999.0,3999.0,2.0,1.0,1.0,,,,
23850875842970035,0,15,2022-02-04,2022-02-04,,10,1.5,3.57,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,17,757,2022-02-04,2022-02-04,1.717305,508,1.490157,339.09,facebook,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,11,271,2022-02-04,2022-02-04,3.690037,228,1.188596,239.31,instagram,10.0,12.0,12.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,5,2022-02-04,2022-02-04,,5,1.0,0.04,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,,,80981.0,,,80981.0,,,,,36.0,,,20.0,36.0,,,,,,,,,,,
23850875877690035,25,948,2022-02-04,2022-02-04,1.793249,850,1.115294,467.97,facebook,17.0,19.0,19.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,8,225,2022-02-04,2022-02-04,2.666667,220,1.022727,116.42,instagram,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,4,2022-02-04,2022-02-04,,3,1.333333,1.67,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,,,119979.0,,,119979.0,,,,,42.0,,,22.0,42.0,,,,,,,,,,,
23850875892320035,35,879,2022-02-04,2022-02-04,3.071672,810,1.085185,469.29,facebook,27.0,30.0,30.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,4,210,2022-02-04,2022-02-04,1.904762,205,1.02439,113.83,instagram,4.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,8,2022-02-04,2022-02-04,,8,1.0,0.8,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,0,2022-02-04,2022-02-04,,0,0.0,0.0,unknown,,,,,,,,76983.0,,,76983.0,,,,,30.0,,,25.0,30.0,,,,,,,,,,,
23850769659510035,41,1009,2022-02-05,2022-02-05,2.477701,920,1.096739,496.3,facebook,25.0,28.0,28.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,4,246,2022-02-05,2022-02-05,0.813008,239,1.029289,98.34,instagram,2.0,4.0,4.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,3,2022-02-05,2022-02-05,,3,1.0,5.06,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,47988.0,,,47988.0,,,,,28.0,,,20.0,28.0,,,,,,,,,,,
23850769659530035,51,870,2022-02-05,2022-02-05,3.563218,771,1.128405,638.39,facebook,31.0,35.0,35.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,88,2022-02-05,2022-02-05,,87,1.011494,22.5,instagram,,2.0,2.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,1,2022-02-05,2022-02-05,,1,1.0,0.15,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,90981.0,,,90981.0,,,,,34.0,,,26.0,34.0,,,,,,,,,,,
23850875657320035,1,15,2022-02-05,2022-02-05,6.666667,12,1.25,0.62,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,14,975,2022-02-05,2022-02-05,0.717949,764,1.276178,225.82,facebook,7.0,10.0,10.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,31,1420,2022-02-05,2022-02-05,1.338028,1332,1.066066,367.74,instagram,19.0,30.0,30.0,1.0,9.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875657320035,0,2,2022-02-05,2022-02-05,,2,1.0,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,129973.0,,,129973.0,,,,,54.0,,,24.0,54.0,,,,,,,,3.0,3.0,,
23850875842970035,2,27,2022-02-05,2022-02-05,7.407407,15,1.8,2.39,audience_network,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,31,900,2022-02-05,2022-02-05,1.777778,607,1.482702,411.16,facebook,16.0,18.0,18.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,11,312,2022-02-05,2022-02-05,3.205128,272,1.147059,167.5,instagram,10.0,13.0,13.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,10,2022-02-05,2022-02-05,,9,1.111111,0.12,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,1,2022-02-05,2022-02-05,,1,1.0,0.06,unknown,,,,,,2999.0,,120968.0,2999.0,,120968.0,2999.0,,2.0,1.0,56.0,2.0,1.0,23.0,56.0,,,,,,,,,,,
23850875877690035,18,457,2022-02-05,2022-02-05,2.625821,441,1.036281,209.11,facebook,12.0,13.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,3,113,2022-02-05,2022-02-05,2.654867,113,1.0,57.7,instagram,3.0,6.0,6.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,1,2022-02-05,2022-02-05,,1,1.0,0.08,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875877690035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,34992.0,,,34992.0,,,,,14.0,,,16.0,14.0,,,,,,,,,,,
23850875892320035,20,439,2022-02-05,2022-02-05,2.733485,431,1.018561,244.49,facebook,12.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,3,71,2022-02-05,2022-02-05,1.408451,62,1.145161,28.88,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,4,2022-02-05,2022-02-05,,4,1.0,0.4,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875892320035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,34990.0,,,34990.0,,,,,18.0,,,12.0,18.0,,,,,,,,,,,
23850941330930035,3,85,2022-02-05,2022-02-05,3.529412,68,1.25,49.66,audience_network,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,5,252,2022-02-05,2022-02-05,1.190476,233,1.081545,124.64,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,1,99,2022-02-05,2022-02-05,1.010101,97,1.020619,14.02,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,21996.0,,,21996.0,,,,,8.0,,,5.0,8.0,,,,,,,,,,,
23850941330940035,1,98,2022-02-05,2022-02-05,1.020408,89,1.101124,56.02,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,6,204,2022-02-05,2022-02-05,1.960784,192,1.0625,121.12,facebook,4.0,5.0,5.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,120,2022-02-05,2022-02-05,,118,1.016949,11.19,instagram,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,9997.0,,,9997.0,,,,,6.0,,,2.0,6.0,,,,,,,,,,,
23850941330970035,1,149,2022-02-05,2022-02-05,0.671141,127,1.173228,48.76,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,3,243,2022-02-05,2022-02-05,0.823045,227,1.070485,110.99,facebook,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,2,142,2022-02-05,2022-02-05,1.408451,140,1.014286,22.93,instagram,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,0,3,2022-02-05,2022-02-05,,3,1.0,0.03,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,0,0,2022-02-05,2022-02-05,,0,0.0,0.0,unknown,,,,,,,,5998.0,,,5998.0,,,,,4.0,,,1.0,4.0,,,,,,,,,,,
23850769659510035,40,703,2022-02-06,2022-02-06,3.840683,620,1.133871,493.13,facebook,27.0,28.0,28.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,3,94,2022-02-06,2022-02-06,2.12766,92,1.021739,35.77,instagram,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,11,2022-02-06,2022-02-06,,8,1.375,1.08,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-06,2022-02-06,,0,0.0,0.0,unknown,,,,,,,,101981.0,,,101981.0,,,,,31.0,,,23.0,31.0,,,,,,,,,,,
23850769659530035,39,491,2022-02-06,2022-02-06,4.684318,442,1.11086,574.82,facebook,23.0,23.0,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,1,28,2022-02-06,2022-02-06,3.571429,27,1.037037,10.2,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,2,2022-02-06,2022-02-06,,1,2.0,0.13,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-06,2022-02-06,,0,0.0,0.0,unknown,,,,,,,,81980.0,,,81980.0,,,,,37.0,,,20.0,37.0,,,,,,,,,,,
23850875657320035,0,7,2022-02-06,2022-02-06,,3,2.333333,0.62,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,25,796,2022-02-06,2022-02-06,1.884422,623,1.277689,236.29,facebook,15.0,17.0,17.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,12,963,2022-02-06,2022-02-06,0.830737,899,1.07119,285.28,instagram,8.0,14.0,14.0,,5.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,
23850875657320035,1,4,2022-02-06,2022-02-06,25.0,4,1.0,0.07,messenger,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,0,2022-02-06,2022-02-06,,0,0.0,0.0,unknown,,,,,,,,139970.0,,,139970.0,,,,,53.0,,,18.0,53.0,,,,,,,,,,,
23850875842970035,0,6,2022-02-06,2022-02-06,,2,3.0,0.26,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,16,686,2022-02-06,2022-02-06,1.166181,457,1.501094,308.97,facebook,8.0,14.0,14.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,5,224,2022-02-06,2022-02-06,2.232143,193,1.160622,215.8,instagram,5.0,9.0,9.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,4,2022-02-06,2022-02-06,,3,1.333333,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,1,2022-02-06,2022-02-06,,1,1.0,0.74,unknown,,,,,,,,49987.0,,,49987.0,,,,,21.0,,,7.0,21.0,,,,,,,,,,,
23850941330930035,0,2,2022-02-06,2022-02-06,,2,1.0,0.43,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,16,392,2022-02-06,2022-02-06,2.55102,349,1.123209,457.6,facebook,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,3,136,2022-02-06,2022-02-06,1.470588,134,1.014925,67.92,instagram,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,0,2022-02-06,2022-02-06,,0,0.0,0.0,unknown,,,,,,,,36993.0,,,36993.0,,,,,12.0,,,6.0,12.0,,,,,,,,,,,
23850941330940035,0,6,2022-02-06,2022-02-06,,6,1.0,2.67,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,5,313,2022-02-06,2022-02-06,0.958466,290,1.07931,428.97,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,3,161,2022-02-06,2022-02-06,1.863354,158,1.018987,92.57,instagram,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,0,2022-02-06,2022-02-06,,0,0.0,0.0,unknown,,,,,,,,6998.0,,,6998.0,,,,,4.0,,,5.0,4.0,,,,,,,,,,,
23850941330970035,0,7,2022-02-06,2022-02-06,,6,1.166667,6.61,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,14,344,2022-02-06,2022-02-06,2.325581,307,1.120521,445.96,facebook,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,3,152,2022-02-06,2022-02-06,1.973684,150,1.013333,72.19,instagram,3.0,4.0,4.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,1,2,2022-02-06,2022-02-06,,2,1.0,1.07,unknown,,,,,,,,26992.0,,,26992.0,,,,,12.0,,,9.0,12.0,,,,,,,,,,,
23850769659510035,9,260,2022-02-07,2022-02-07,2.307692,245,1.061224,249.43,facebook,6.0,7.0,7.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,15,2022-02-07,2022-02-07,,15,1.0,8.89,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,2,2022-02-07,2022-02-07,,2,1.0,0.03,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659510035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,10998.0,,,10998.0,,,,,8.0,,,6.0,8.0,,,,,,,,,,,
23850769659530035,13,247,2022-02-07,2022-02-07,3.238866,226,1.09292,260.53,facebook,8.0,9.0,9.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,1,16,2022-02-07,2022-02-07,,16,1.0,6.4,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850769659530035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,8997.0,,,8997.0,,,,,6.0,,,12.0,6.0,,,,,,,,,,,
23850875657320035,0,16,2022-02-07,2022-02-07,,13,1.230769,0.8,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,17,854,2022-02-07,2022-02-07,0.936768,651,1.311828,265.02,facebook,8.0,11.0,11.0,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,14,833,2022-02-07,2022-02-07,0.960384,773,1.07762,249.57,instagram,8.0,17.0,17.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,10,2022-02-07,2022-02-07,,10,1.0,0.07,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875657320035,0,1,2022-02-07,2022-02-07,,1,1.0,0.26,unknown,,,,,,,,66987.0,,,66987.0,,,,,27.0,,,13.0,27.0,,,,,,,,1.0,1.0,,
23850875842970035,0,12,2022-02-07,2022-02-07,,5,2.4,2.04,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,5,357,2022-02-07,2022-02-07,1.120448,289,1.235294,130.8,facebook,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,3,132,2022-02-07,2022-02-07,2.272727,122,1.081967,81.17,instagram,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,3,2022-02-07,2022-02-07,,3,1.0,0.05,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850875842970035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,3999.0,12996.0,,3999.0,12996.0,,3999.0,,2.0,8.0,,2.0,5.0,8.0,,3999.0,3999.0,3999.0,2.0,1.0,1.0,,,,
23850875877690035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,,,,,,,,,5.0,,,,5.0,,,,,,,,,,,
23850941330930035,0,8,2022-02-07,2022-02-07,,5,1.6,1.56,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,7,192,2022-02-07,2022-02-07,2.604167,182,1.054945,213.3,facebook,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,29,2022-02-07,2022-02-07,,27,1.074074,16.7,instagram,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330930035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,7999.0,,,7999.0,,,,,2.0,,,6.0,2.0,,,,,,,,,,,
23850941330940035,0,2,2022-02-07,2022-02-07,,2,1.0,0.27,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,5,153,2022-02-07,2022-02-07,1.960784,143,1.06993,187.19,facebook,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,64,2022-02-07,2022-02-07,,64,1.0,27.43,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330940035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,17996.0,,,17996.0,,,,,6.0,,,2.0,6.0,,,,,,,,,,,
23850941330970035,0,1,2022-02-07,2022-02-07,,1,1.0,0.31,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,2,194,2022-02-07,2022-02-07,1.030928,181,1.071823,200.15,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,0,40,2022-02-07,2022-02-07,,38,1.052632,33.06,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850941330970035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,2999.0,,,2999.0,,,,,2.0,,,1.0,2.0,,,,,,,,,,,
23850952234250035,2,32,2022-02-07,2022-02-07,6.25,29,1.103448,52.29,audience_network,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,1,143,2022-02-07,2022-02-07,0.699301,138,1.036232,88.97,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,7,209,2022-02-07,2022-02-07,2.870813,204,1.02451,32.1,instagram,6.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,0,1,2022-02-07,2022-02-07,,1,1.0,0.03,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234250035,0,0,2022-02-07,2022-02-07,,0,0.0,0.0,unknown,,,,,,,,22994.0,,,22994.0,,,,,6.0,,,10.0,6.0,,,,,,,,,,1.0,
23850952234260035,0,25,2022-02-07,2022-02-07,,23,1.086957,8.99,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23850952234260035,2,170,2022-02-07,2022-02-07,1.176471,164,1.036585,89.92,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
