ad_id,clicks,impressions,date_start,date_stop,website_ctr,reach,frequency,spend,publisher_platform,actions_link_click,actions_post_engagement,actions_page_engagement,actions_onsite_conversion.post_save,actions_post_reaction,action_values_offsite_conversion.fb_pixel_add_to_cart,action_values_offsite_conversion.fb_pixel_initiate_checkout,action_values_offsite_conversion.fb_pixel_view_content,action_values_omni_add_to_cart,action_values_omni_initiated_checkout,action_values_omni_view_content,action_values_add_to_cart,action_values_initiate_checkout,actions_offsite_conversion.fb_pixel_add_to_cart,actions_offsite_conversion.fb_pixel_initiate_checkout,actions_offsite_conversion.fb_pixel_view_content,actions_add_to_cart,actions_initiate_checkout,actions_landing_page_view,actions_view_content,actions_post,action_values_offsite_conversion.fb_pixel_add_payment_info,action_values_offsite_conversion.fb_pixel_purchase,action_values_add_payment_info,actions_offsite_conversion.fb_pixel_add_payment_info,actions_offsite_conversion.fb_pixel_purchase,actions_purchase,actions_offsite_conversion.fb_pixel_search,actions_search,actions_offsite_conversion.fb_pixel_lead,actions_comment
23850972637060035,0,1,2022-02-18,2022-02-18,,1,1.0,0.26,unknown,,,,,,,,131967.0,,,131967.0,,,,,60.0,,,41.0,60.0,,,,,,,,,,,
23851033946790035,0,12,2022-02-18,2022-02-18,,10,1.2,0.0,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034002030035,0,4,2022-02-18,2022-02-18,,3,1.333333,0.0,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012950035,0,5,2022-02-18,2022-02-18,,5,1.0,0.09,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012950035,0,26,2022-02-18,2022-02-18,,26,1.0,9.26,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012950035,0,3,2022-02-18,2022-02-18,,3,1.0,1.21,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012990035,0,70,2022-02-18,2022-02-18,,59,1.186441,0.18,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012990035,0,2,2022-02-18,2022-02-18,,2,1.0,1.23,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034012990035,0,1,2022-02-18,2022-02-18,,1,1.0,0.11,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013000035,0,34,2022-02-18,2022-02-18,,30,1.133333,0.27,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013000035,0,8,2022-02-18,2022-02-18,,8,1.0,3.37,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013010035,2,129,2022-02-18,2022-02-18,1.550388,103,1.252427,0.65,audience_network,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013010035,0,6,2022-02-18,2022-02-18,,6,1.0,0.02,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013010035,0,5,2022-02-18,2022-02-18,,5,1.0,1.91,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013020035,1,106,2022-02-18,2022-02-18,0.943396,94,1.12766,0.22,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013020035,0,2,2022-02-18,2022-02-18,,2,1.0,0.28,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013020035,0,1,2022-02-18,2022-02-18,,1,1.0,0.13,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013030035,0,298,2022-02-18,2022-02-18,,202,1.475248,0.85,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034013030035,0,4,2022-02-18,2022-02-18,,3,1.333333,2.21,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017730035,1,492,2022-02-18,2022-02-18,0.203252,353,1.393768,3.12,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017730035,1,33,2022-02-18,2022-02-18,3.030303,33,1.0,6.39,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017730035,6,157,2022-02-18,2022-02-18,3.184713,148,1.060811,54.34,instagram,5.0,7.0,7.0,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017730035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,11996.0,,,11996.0,,,,,4.0,,,3.0,4.0,,,,,,,,,,,
23851034017740035,1,374,2022-02-18,2022-02-18,0.26738,261,1.43295,0.91,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017740035,2,62,2022-02-18,2022-02-18,1.612903,61,1.016393,14.66,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017740035,0,7,2022-02-18,2022-02-18,,7,1.0,2.59,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017740035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,5998.0,,,5998.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,
23851034017750035,5,1299,2022-02-18,2022-02-18,0.384911,854,1.521077,4.24,audience_network,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017750035,2,309,2022-02-18,2022-02-18,0.323625,289,1.069204,106.36,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017750035,0,74,2022-02-18,2022-02-18,,73,1.013699,66.03,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017750035,0,1,2022-02-18,2022-02-18,,1,1.0,0.55,unknown,,,,,,,,20993.0,,,20993.0,,,,,7.0,,,6.0,7.0,,,,,,,,,,,
23851034017780035,3,1301,2022-02-18,2022-02-18,0.230592,887,1.466742,6.79,audience_network,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017780035,5,291,2022-02-18,2022-02-18,1.718213,254,1.145669,96.2,facebook,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017780035,12,275,2022-02-18,2022-02-18,3.636364,261,1.05364,98.77,instagram,10.0,12.0,12.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017780035,0,1,2022-02-18,2022-02-18,,1,1.0,0.18,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034017780035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,26991.0,,,26991.0,,,,,11.0,,,12.0,11.0,,,,,,,,,,,
23851034027700035,0,4,2022-02-18,2022-02-18,,4,1.0,0.03,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027720035,0,1,2022-02-18,2022-02-18,,1,1.0,0.0,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027720035,0,5,2022-02-18,2022-02-18,,5,1.0,0.22,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027720035,0,2,2022-02-18,2022-02-18,,2,1.0,0.79,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027740035,0,18,2022-02-18,2022-02-18,,12,1.5,0.25,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027740035,0,10,2022-02-18,2022-02-18,,10,1.0,2.15,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027740035,0,10,2022-02-18,2022-02-18,,10,1.0,0.44,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027760035,0,51,2022-02-18,2022-02-18,,24,2.125,0.35,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027760035,0,142,2022-02-18,2022-02-18,,129,1.100775,25.94,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027760035,1,49,2022-02-18,2022-02-18,2.040816,47,1.042553,11.67,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027760035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,3999.0,,,3999.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
23851034027780035,1,188,2022-02-18,2022-02-18,0.531915,119,1.579832,3.13,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027780035,2,203,2022-02-18,2022-02-18,0.492611,176,1.153409,64.94,facebook,1.0,2.0,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027780035,2,75,2022-02-18,2022-02-18,1.333333,74,1.013514,23.67,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027780035,0,1,2022-02-18,2022-02-18,,1,1.0,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027780035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,11997.0,,,11997.0,,,,,3.0,,,2.0,3.0,,,,,,,,,,,
23851034027850035,2,428,2022-02-18,2022-02-18,0.46729,290,1.475862,4.46,audience_network,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027850035,15,1474,2022-02-18,2022-02-18,0.881954,1227,1.201304,300.34,facebook,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027850035,7,412,2022-02-18,2022-02-18,0.728155,401,1.027431,179.82,instagram,3.0,4.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027850035,0,3,2022-02-18,2022-02-18,,3,1.0,0.79,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034027850035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,7998.0,,59985.0,7998.0,,59985.0,7998.0,,4.0,,15.0,4.0,,14.0,15.0,,,,,,,,,,,
23851034041670035,13,1859,2022-02-18,2022-02-18,0.699301,1524,1.219816,4.86,audience_network,13.0,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041670035,81,6304,2022-02-18,2022-02-18,1.062817,6114,1.031076,1108.11,facebook,67.0,73.0,73.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041670035,12,597,2022-02-18,2022-02-18,1.005025,570,1.047368,308.97,instagram,6.0,11.0,11.0,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041670035,0,9,2022-02-18,2022-02-18,,8,1.125,0.04,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041670035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,5998.0,5998.0,184944.0,5998.0,5998.0,184944.0,5998.0,5998.0,5.0,4.0,60.0,5.0,4.0,44.0,60.0,,5998.0,5998.0,5998.0,4.0,2.0,2.0,,,,
23851034041680035,0,18,2022-02-18,2022-02-18,,12,1.5,0.06,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041680035,0,55,2022-02-18,2022-02-18,,54,1.018519,8.91,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041680035,0,16,2022-02-18,2022-02-18,,16,1.0,2.74,instagram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041690035,8,1583,2022-02-18,2022-02-18,0.50537,1284,1.232866,3.68,audience_network,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041690035,60,3844,2022-02-18,2022-02-18,1.222685,3766,1.020712,721.55,facebook,47.0,56.0,56.0,,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041690035,8,563,2022-02-18,2022-02-18,1.420959,520,1.082692,251.87,instagram,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041690035,0,7,2022-02-18,2022-02-18,,6,1.166667,0.19,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041690035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,156948.0,,,156948.0,,,,,55.0,,,40.0,55.0,,,,,,,,,,,
23851034041700035,7,1117,2022-02-18,2022-02-18,0.626679,960,1.163542,4.93,audience_network,7.0,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041700035,44,2470,2022-02-18,2022-02-18,1.578947,2403,1.027882,351.11,facebook,39.0,40.0,40.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041700035,1,204,2022-02-18,2022-02-18,0.490196,201,1.014925,157.53,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041700035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,89970.0,,,89970.0,,,,,32.0,,,29.0,32.0,,,,,,,,,,,
23851034041710035,1,262,2022-02-18,2022-02-18,0.381679,236,1.110169,0.47,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041710035,1,129,2022-02-18,2022-02-18,0.775194,126,1.02381,14.96,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041710035,1,49,2022-02-18,2022-02-18,,46,1.065217,10.85,instagram,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041710035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,2999.0,,,2999.0,,,,,1.0,,,1.0,1.0,,,,,,,,,,,
23851034041720035,0,3,2022-02-18,2022-02-18,,3,1.0,0.01,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034041720035,0,4,2022-02-18,2022-02-18,,4,1.0,0.03,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055700035,1,1,2022-02-18,2022-02-18,100.0,1,1.0,0.0,facebook,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055710035,0,1,2022-02-18,2022-02-18,,1,1.0,0.04,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055720035,0,10,2022-02-18,2022-02-18,,3,3.333333,0.08,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055720035,0,3,2022-02-18,2022-02-18,,3,1.0,0.11,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055740035,0,76,2022-02-18,2022-02-18,,52,1.461538,0.6,audience_network,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055740035,2,199,2022-02-18,2022-02-18,1.005025,166,1.198795,22.89,facebook,2.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055740035,2,37,2022-02-18,2022-02-18,5.405405,36,1.027778,10.69,instagram,2.0,3.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055740035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,15998.0,,,15998.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,
23851034055760035,5,380,2022-02-18,2022-02-18,1.315789,223,1.704036,4.98,audience_network,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055760035,28,943,2022-02-18,2022-02-18,2.439024,851,1.108108,293.96,facebook,23.0,24.0,24.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055760035,7,216,2022-02-18,2022-02-18,2.314815,213,1.014085,78.38,instagram,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055760035,0,7,2022-02-18,2022-02-18,,7,1.0,1.19,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055760035,0,0,2022-02-18,2022-02-18,,0,0.0,0.0,unknown,,,,,,,,186976.0,,,186976.0,,,,,25.0,,,20.0,25.0,,,,,,,,,,,
23851034055790035,1,7,2022-02-18,2022-02-18,14.285714,6,1.166667,0.11,audience_network,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055790035,0,46,2022-02-18,2022-02-18,,46,1.0,13.93,facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055790035,1,4,2022-02-18,2022-02-18,25.0,4,1.0,0.28,instagram,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055790035,0,1,2022-02-18,2022-02-18,,1,1.0,0.01,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034055790035,0,1,2022-02-18,2022-02-18,,1,1.0,1.97,unknown,,,,,,,,15998.0,,,15998.0,,,,,2.0,,,2.0,2.0,,,,,,,,,,,
23851034084980035,11,125,2022-02-18,2022-02-18,6.4,111,1.126126,92.56,facebook,8.0,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034084980035,6,282,2022-02-18,2022-02-18,2.12766,262,1.076336,213.52,instagram,6.0,10.0,10.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034084980035,0,3,2022-02-18,2022-02-18,,3,1.0,0.02,messenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23851034084980035,0,1,2022-02-18,2022-02-18,,1,1.0,0.59,unknown,,,,,,,2999.0,37989.0,,2999.0,37989.0,,2999.0,,2.0,12.0,,2.0,10.0,12.0,,2999.0,2999.0,2999.0,2.0,1.0,1.0,,,,
